epoch,step,train_acc_epoch,train_auc_epoch,train_f1_epoch,train_loss_epoch,train_loss_step,train_prec_epoch,train_rec_epoch,val_acc,val_auc,val_f1,val_loss,val_prec,val_rec
0,99,,,,,0.6844103932380676,,,,,,,,
0,199,,,,,0.6968926191329956,,,,,,,,
0,299,,,,,0.5970122218132019,,,,,,,,
0,399,,,,,0.6825196743011475,,,,,,,,
0,499,,,,,0.663236141204834,,,,,,,,
0,599,,,,,0.6114152669906616,,,,,,,,
0,699,,,,,0.6517106294631958,,,,,,,,
0,799,,,,,0.6334035396575928,,,,,,,,
0,899,,,,,0.6650986671447754,,,,,,,,
0,999,,,,,0.5839316248893738,,,,,,,,
0,1099,,,,,0.641554594039917,,,,,,,,
0,1199,,,,,0.6464604139328003,,,,,,,,
0,1299,,,,,0.7016531229019165,,,,,,,,
0,1399,,,,,0.6721577048301697,,,,,,,,
0,1499,,,,,0.6648536920547485,,,,,,,,
0,1599,,,,,0.610543966293335,,,,,,,,
0,1699,,,,,0.6861273646354675,,,,,,,,
0,1799,,,,,0.5821965336799622,,,,,,,,
0,1899,,,,,0.6938683390617371,,,,,,,,
0,1999,,,,,0.6617447733879089,,,,,,,,
0,2099,,,,,0.6795840263366699,,,,,,,,
0,2199,,,,,0.6967413425445557,,,,,,,,
0,2299,,,,,0.6356878280639648,,,,,,,,
0,2399,,,,,0.7854864597320557,,,,,,,,
0,2499,,,,,0.6163172721862793,,,,,,,,
0,2599,,,,,0.5934629440307617,,,,,,,,
0,2699,,,,,0.6206368207931519,,,,,,,,
0,2799,,,,,0.6389142274856567,,,,,,,,
0,2899,,,,,0.913564145565033,,,,,,,,
0,2999,,,,,0.5696874856948853,,,,,,,,
0,3099,,,,,0.6971220970153809,,,,,,,,
0,3199,,,,,0.7289464473724365,,,,,,,,
0,3299,,,,,0.6526670455932617,,,,,,,,
0,3399,,,,,0.6124286651611328,,,,,,,,
0,3499,,,,,0.5498002171516418,,,,,,,,
0,3599,,,,,0.7072125673294067,,,,,,,,
0,3699,,,,,0.7182977199554443,,,,,,,,
0,3799,,,,,0.7255938649177551,,,,,,,,
0,3899,,,,,0.6465992331504822,,,,,,,,
0,3999,,,,,0.6326462626457214,,,,,,,,
0,4099,,,,,0.5936778783798218,,,,,,,,
0,4199,,,,,0.7968031167984009,,,,,,,,
0,4299,,,,,0.744581937789917,,,,,,,,
0,4399,,,,,0.5816017985343933,,,,,,,,
0,4499,,,,,0.5000633001327515,,,,,,,,
0,4599,,,,,0.7007853984832764,,,,,,,,
0,4699,,,,,0.7769034504890442,,,,,,,,
0,4799,,,,,0.6168058514595032,,,,,,,,
0,4899,,,,,0.795839250087738,,,,,,,,
0,4999,,,,,0.6270189881324768,,,,,,,,
0,5099,,,,,0.7037976980209351,,,,,,,,
0,5199,,,,,0.570711612701416,,,,,,,,
0,5299,,,,,0.5981924533843994,,,,,,,,
0,5399,,,,,0.6276729106903076,,,,,,,,
0,5499,,,,,0.643337607383728,,,,,,,,
0,5599,,,,,0.657434344291687,,,,,,,,
0,5699,,,,,0.673594057559967,,,,,,,,
0,5799,,,,,0.6617341041564941,,,,,,,,
0,5899,,,,,0.5703339576721191,,,,,,,,
0,5999,,,,,0.6611087322235107,,,,,,,,
0,6099,,,,,0.556972861289978,,,,,,,,
0,6199,,,,,0.6433202624320984,,,,,,,,
0,6299,,,,,0.6791689395904541,,,,,,,,
0,6399,,,,,0.6229155659675598,,,,,,,,
0,6499,,,,,0.5372235178947449,,,,,,,,
0,6599,,,,,0.6159144639968872,,,,,,,,
0,6699,,,,,0.6271547079086304,,,,,,,,
0,6799,,,,,0.5813064575195312,,,,,,,,
0,6899,,,,,0.607130229473114,,,,,,,,
0,6999,,,,,0.5588294863700867,,,,,,,,
0,7099,,,,,0.5961872339248657,,,,,,,,
0,7199,,,,,0.6173926591873169,,,,,,,,
0,7299,,,,,0.6865137815475464,,,,,,,,
0,7399,,,,,0.7784803509712219,,,,,,,,
0,7499,,,,,0.6873533129692078,,,,,,,,
0,7599,,,,,0.6516512036323547,,,,,,,,
0,7699,,,,,0.5883737802505493,,,,,,,,
0,7799,,,,,0.6663830280303955,,,,,,,,
0,7899,,,,,0.5967470407485962,,,,,,,,
0,7999,,,,,0.5745598077774048,,,,,,,,
0,8099,,,,,0.6715490818023682,,,,,,,,
0,8199,,,,,0.6742417216300964,,,,,,,,
0,8299,,,,,0.5875755548477173,,,,,,,,
0,8399,,,,,0.5636370778083801,,,,,,,,
0,8499,,,,,0.5527012348175049,,,,,,,,
0,8599,,,,,0.6008123159408569,,,,,,,,
0,8699,,,,,0.5700325965881348,,,,,,,,
0,8799,,,,,0.5551018714904785,,,,,,,,
0,8899,,,,,0.6731098890304565,,,,,,,,
0,8999,,,,,0.6052165031433105,,,,,,,,
0,9099,,,,,0.6031510829925537,,,,,,,,
0,9199,,,,,0.5822904109954834,,,,,,,,
0,9299,,,,,0.6644138693809509,,,,,,,,
0,9399,,,,,0.5620414614677429,,,,,,,,
0,9499,,,,,0.5769944190979004,,,,,,,,
0,9599,,,,,0.6178371906280518,,,,,,,,
0,9699,,,,,0.7341487407684326,,,,,,,,
0,9799,,,,,0.695216953754425,,,,,,,,
0,9899,,,,,0.6215062141418457,,,,,,,,
0,9999,,,,,0.5498753786087036,,,,,,,,
0,10099,,,,,0.6860482692718506,,,,,,,,
0,10199,,,,,0.6739492416381836,,,,,,,,
0,10299,,,,,0.6059463024139404,,,,,,,,
0,10399,,,,,0.5029597282409668,,,,,,,,
0,10499,,,,,0.5655855536460876,,,,,,,,
0,10599,,,,,0.6301008462905884,,,,,,,,
0,10699,,,,,0.5828430652618408,,,,,,,,
0,10799,,,,,0.6483391523361206,,,,,,,,
0,10899,,,,,0.520034670829773,,,,,,,,
0,10999,,,,,0.6767667531967163,,,,,,,,
0,11099,,,,,0.5446515679359436,,,,,,,,
0,11199,,,,,0.6414992809295654,,,,,,,,
0,11299,,,,,0.5106097459793091,,,,,,,,
0,11399,,,,,0.7403847575187683,,,,,,,,
0,11499,,,,,0.5487541556358337,,,,,,,,
0,11599,,,,,0.6213423013687134,,,,,,,,
0,11699,,,,,0.607889711856842,,,,,,,,
0,11799,,,,,0.49257519841194153,,,,,,,,
0,11899,,,,,0.6373799443244934,,,,,,,,
0,11999,,,,,0.547974169254303,,,,,,,,
0,12099,,,,,0.5660988092422485,,,,,,,,
0,12199,,,,,0.5203060507774353,,,,,,,,
0,12299,,,,,0.675089418888092,,,,,,,,
0,12399,,,,,0.6880958080291748,,,,,,,,
0,12499,,,,,0.6985738277435303,,,,,,,,
0,12599,,,,,0.6785187721252441,,,,,,,,
0,12699,,,,,0.6338367462158203,,,,,,,,
0,12799,,,,,0.6774828433990479,,,,,,,,
0,12899,,,,,0.5538351535797119,,,,,,,,
0,12999,,,,,0.7169373035430908,,,,,,,,
0,13099,,,,,0.6126409769058228,,,,,,,,
0,13199,,,,,0.6725906729698181,,,,,,,,
0,13299,,,,,0.4992970824241638,,,,,,,,
0,13399,,,,,0.5791319608688354,,,,,,,,
0,13499,,,,,0.5445808172225952,,,,,,,,
0,13599,,,,,0.5696183443069458,,,,,,,,
0,13699,,,,,0.5537048578262329,,,,,,,,
0,13799,,,,,0.586655855178833,,,,,,,,
0,13899,,,,,0.6000500917434692,,,,,,,,
0,13999,,,,,0.6484010815620422,,,,,,,,
0,14099,,,,,0.583279013633728,,,,,,,,
0,14199,,,,,0.5508811473846436,,,,,,,,
0,14299,,,,,0.6415271162986755,,,,,,,,
0,14399,,,,,0.5455036759376526,,,,,,,,
0,14499,,,,,0.49505069851875305,,,,,,,,
0,14599,,,,,0.5635843276977539,,,,,,,,
0,14699,,,,,0.5834058523178101,,,,,,,,
0,14799,,,,,0.6587111949920654,,,,,,,,
0,14899,,,,,0.569623589515686,,,,,,,,
0,14999,,,,,0.5287995338439941,,,,,,,,
0,15099,,,,,0.5492141842842102,,,,,,,,
0,15199,,,,,0.5167701244354248,,,,,,,,
0,15299,,,,,0.6535879969596863,,,,,,,,
0,15399,,,,,0.5938464403152466,,,,,,,,
0,15499,,,,,0.6452769041061401,,,,,,,,
0,15599,,,,,0.5197405815124512,,,,,,,,
0,15699,,,,,0.7160815000534058,,,,,,,,
