epoch,step,train_loss_step
0,9,0.7788612246513367
0,19,0.9450043439865112
0,29,0.3166172206401825
0,39,0.5630946159362793
0,49,0.4653030037879944
0,59,0.6097384691238403
0,69,0.42336463928222656
0,79,0.28288525342941284
0,89,0.5874691605567932
0,99,0.3257075250148773
0,109,0.5094452500343323
0,119,0.6273983716964722
0,129,0.2058442234992981
0,139,0.46936002373695374
0,149,0.644636869430542
0,159,0.40541696548461914
0,169,0.4435693621635437
0,179,0.28744977712631226
0,189,0.36772245168685913
0,199,0.7015551328659058
0,209,0.4917692542076111
0,219,0.3348275423049927
0,229,0.17564865946769714
0,239,0.4768320322036743
0,249,0.37124186754226685
0,259,0.3086414933204651
0,269,0.6211830973625183
0,279,0.2936759293079376
0,289,0.3857969641685486
0,299,0.5966325998306274
0,309,0.12503159046173096
0,319,0.44332051277160645
0,329,0.27159714698791504
0,339,0.21961230039596558
0,349,0.2387705296278
0,359,0.28796154260635376
0,369,0.26117244362831116
0,379,0.2004699856042862
0,389,0.22425749897956848
0,399,0.23539325594902039
0,409,0.5000983476638794
0,419,0.29810696840286255
0,429,0.581658124923706
0,439,0.39030981063842773
0,449,0.2074890285730362
0,459,0.32843247056007385
0,469,0.32612109184265137
0,479,0.33916985988616943
0,489,0.2093815803527832
0,499,0.25977182388305664
0,509,0.12712517380714417
0,519,0.5356096029281616
0,529,0.25901925563812256
0,539,0.28274005651474
0,549,0.23613351583480835
0,559,0.28413352370262146
0,569,0.2885274887084961
0,579,0.21159645915031433
0,589,0.20398074388504028
0,599,0.12621666491031647
0,609,0.19312730431556702
0,619,0.22141137719154358
0,629,0.16917632520198822
0,639,0.0986798107624054
0,649,0.14138224720954895
0,659,0.11540324985980988
0,669,0.072367362678051
0,679,0.25089535117149353
0,689,0.1904267519712448
0,699,0.11098780483007431
0,709,0.05413583666086197
0,719,0.3447989821434021
0,729,0.35645559430122375
0,739,0.37695926427841187
0,749,0.21455168724060059
0,759,0.20193932950496674
0,769,0.05089854449033737
0,779,0.1704549938440323
0,789,0.3538404703140259
0,799,0.28676196932792664
0,809,0.07312539219856262
0,819,0.2472245991230011
0,829,0.08582650870084763
0,839,0.10089705884456635
0,849,0.11387786269187927
0,859,0.07333004474639893
0,869,0.06557705998420715
0,879,0.016456736251711845
0,889,0.2574479579925537
0,899,0.1988002061843872
0,909,0.09238506108522415
0,919,0.07337211072444916
0,929,0.36876288056373596
0,939,0.5213793516159058
0,949,0.14190351963043213
0,959,0.12795495986938477
0,969,0.4949933886528015
