epoch,step,train_loss_step
0,99,0.049799829721450806
0,199,0.019023951143026352
0,299,0.048170726746320724
0,399,0.077064648270607
0,499,0.0039552683010697365
0,599,0.07710923999547958
0,699,0.02625502645969391
0,799,0.2879926860332489
0,899,0.05480501800775528
0,999,0.04935554414987564
0,1099,0.016057541593909264
0,1199,0.059818100184202194
0,1299,0.012315932661294937
0,1399,0.021988442167639732
0,1499,0.041371315717697144
0,1599,0.02989283762872219
0,1699,0.04918694123625755
0,1799,0.1044907197356224
0,1899,0.017419319599866867
0,1999,0.008733653463423252
0,2099,0.1689836084842682
0,2199,0.04642296954989433
0,2299,0.0570186972618103
0,2399,0.046710506081581116
0,2499,0.01446810457855463
0,2599,0.028400352224707603
0,2699,0.09630915522575378
0,2799,0.022343087941408157
0,2899,0.043933138251304626
0,2999,0.0056885406374931335
0,3099,0.0612618550658226
0,3199,0.12095735967159271
0,3299,0.029569583013653755
0,3399,0.03712344914674759
0,3499,0.0468175932765007
0,3599,0.16832929849624634
0,3699,0.10118155181407928
0,3799,0.049216803163290024
0,3899,0.010938760824501514
0,3999,0.021998468786478043
0,4099,0.09456980228424072
0,4199,0.03895516321063042
0,4299,0.16573801636695862
0,4399,0.1487826257944107
0,4499,0.035061877220869064
0,4599,0.00333809619769454
0,4699,0.041471559554338455
0,4799,0.022226838394999504
0,4899,0.06030837073922157
0,4999,0.2279394268989563
0,5099,0.04806049168109894
0,5199,0.01683853007853031
0,5299,0.002772390143945813
0,5399,0.0722443163394928
0,5499,0.04538026452064514
0,5599,0.06580399721860886
0,5699,0.040145035833120346
0,5799,0.08385462313890457
0,5899,0.08117903769016266
0,5999,0.06816587597131729
0,6099,0.04235517233610153
0,6199,0.014375703409314156
0,6299,0.08469203859567642
0,6399,0.017376955598592758
0,6499,0.03973472863435745
0,6599,0.08171280473470688
0,6699,0.05119678005576134
0,6799,0.02932644635438919
0,6899,0.13911665976047516
0,6999,0.059114545583724976
0,7099,0.029075561091303825
0,7199,0.019600016996264458
0,7299,0.011917751282453537
0,7399,0.052917227149009705
0,7499,0.05376289039850235
0,7599,0.07744170725345612
0,7699,0.002793780528008938
0,7799,0.0543675497174263
0,7899,0.018768666312098503
0,7999,0.06529022753238678
0,8099,0.19323164224624634
0,8199,0.011849122121930122
0,8299,0.02150152623653412
0,8399,0.017718670889735222
0,8499,0.03059742972254753
0,8599,0.19478726387023926
0,8699,0.01862897351384163
0,8799,0.09403117746114731
0,8899,0.09235163033008575
0,8999,0.060942862182855606
0,9099,0.2016824334859848
0,9199,0.09957672655582428
0,9299,0.022955991327762604
0,9399,0.013017937541007996
0,9499,0.04466040059924126
0,9599,0.013103216886520386
0,9699,0.09028202295303345
0,9799,0.1744375228881836
0,9899,0.07492902874946594
0,9999,0.03388125076889992
0,10099,0.18125903606414795
0,10199,0.11549980938434601
0,10299,0.06009957194328308
0,10399,0.003138988744467497
0,10499,0.10970408469438553
0,10599,0.0797024667263031
0,10699,0.02553229220211506
0,10799,0.004137053620070219
0,10899,0.01012459583580494
0,10999,0.08907201886177063
0,11099,0.05311628431081772
0,11199,0.0658668801188469
0,11299,0.09719309210777283
0,11399,0.061468057334423065
0,11499,0.028242643922567368
0,11599,0.08295584470033646
0,11699,0.06461266428232193
0,11799,0.13652022182941437
0,11899,0.06245064735412598
0,11999,0.032981060445308685
0,12099,0.024068182334303856
0,12199,0.05945117399096489
0,12299,0.013836304657161236
0,12399,0.01815812662243843
0,12499,0.04893498867750168
0,12599,0.022125927731394768
0,12699,0.005837546195834875
0,12799,0.011788329109549522
0,12899,0.03369217365980148
0,12999,0.005218674428761005
0,13099,0.06910689920186996
0,13199,0.041407421231269836
0,13299,0.02707405760884285
0,13399,0.019216977059841156
0,13499,0.04220951348543167
0,13599,0.05974053591489792
0,13699,0.04031697288155556
0,13799,0.14222204685211182
0,13899,0.09747110307216644
0,13999,0.06618893146514893
0,14099,0.008086742833256721
0,14199,0.16325236856937408
0,14299,0.06549777090549469
0,14399,0.03869616985321045
